ID	name	classID	score	pctRank	rank	pctCorrect
919	A919	99	22	30	662	44
920	A920	99	21	27	693	42
921	A921	99	49	98	5	98
922	A922	99	35	71	262	70
923	A923	99	27	46	500	54
924	A924	99	35	71	262	70
925	A925	99	21	27	693	42
926	A926	99	15	9	880	30
927	A927	99	33	65	319	66
928	A928	99	40	83	147	80
929	A929	99	31	59	376	62
930	A930	99	38	79	188	76
931	A931	99	16	12	854	32
932	A932	99	12	4	939	24
933	A933	99	30	56	410	60
934	A934	99	35	71	262	70
935	A935	99	31	59	376	62
936	A936	99	40	83	147	80
937	A937	99	21	27	693	42
938	A938	99	35	71	262	70
939	A939	99	24	37	599	48
940	A940	99	40	83	147	80
941	A941	99	31	59	376	62
942	A942	99	31	59	376	62
943	A943	99	45	93	42	90
944	A944	99	11	3	955	22
945	A945	99	40	83	147	80
946	A946	99	46	95	28	92
947	A947	99	45	93	42	90
948	A948	99	35	71	262	70
949	A949	99	24	37	599	48
950	A950	99	23	33	631	46
951	A951	99	25	40	569	50
952	A952	99	25	40	569	50
953	A953	99	45	93	42	90
954	A954	99	12	4	939	24
955	A955	99	29	53	434	58
956	A956	99	31	59	376	62
957	A957	99	30	56	410	60
958	A958	99	14	8	902	28
959	A959	99	15	9	880	30
960	A960	99	46	95	28	92
961	A961	99	19	20	763	38
962	A962	99	25	40	569	50
963	A963	99	33	65	319	66
964	A964	99	19	20	763	38
965	A965	99	36	73	236	72
966	A966	99	23	33	631	46
967	A967	99	28	50	467	56
968	A968	99	15	9	880	30
969	A969	99	10	1	969	20
970	A970	99	44	92	62	88
971	A971	99	29	53	434	58
972	A972	99	18	17	800	36
973	A973	99	28	50	467	56
974	A974	99	24	37	599	48
975	A975	99	6	0	996	12
976	A976	99	45	93	42	90
977	A977	99	33	65	319	66
978	A978	99	19	20	763	38
979	A979	99	29	53	434	58
980	A980	99	28	50	467	56
981	A981	99	45	93	42	90
982	A982	99	26	43	532	52
983	A983	99	22	30	662	44
984	A984	99	38	79	188	76
985	A985	99	34	68	288	68
986	A986	99	43	89	77	86
987	A987	99	35	71	262	70
988	A988	99	46	95	28	92
989	A989	99	26	43	532	52
990	A990	99	24	37	599	48
991	A991	99	40	83	147	80
992	A992	99	18	17	800	36
993	A993	99	13	6	917	26
994	A994	99	18	17	800	36
995	A995	99	50	99	1	100
996	A996	99	25	40	569	50
997	A997	99	23	33	631	46
998	A998	99	36	73	236	72
999	A999	99	39	81	169	78
1000	A1000	99	26	43	532	52
